Compound,CAS,MW,MW_Reference,Expocast,ExpoCast_Reference,Fub,Fub_Reference,Clint,Clint_Reference,pKa_Acceptor,pKa_Acceptor_Reference,pKa_Donor,pKa_Donor_Reference,logKow,logKow_Reference,CNS,CNS_Reference,Neutral_Form,Neutral_Form_Reference,Plasma_Conc_0,Plasma_Conc_10,Plasma_Conc_50,Plasma_Conc_90,logKlipw,logDlipw,IC10_Baseline,AC10,AC10_Top,AC10_HillSlope,AC50,Endpoint_effect,IC10,IC10_Top,IC10_HillSlope,IC50,Endpoint_cytotox,SR,TR
"2-(1-Chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1H-1,2,4-triazol-1-yl)-2-propanol",120983-64-4,312.19,U.S. EPA CompTox Dashboard,1.69E-07,U.S. EPA CompTox Dashboard,0.14,OPERA (0.69),4.82,OPERA (0.66),  3.24; -5.73,Sipes 2017,None,Sipes 2017,2.42,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,0,1.00E-09,2.5642,2.5642,2.513579576,0.811148926,21.66075193,2.089544817,1.258119121,BSK_3C_Proliferation_down|TOX21_RT_HEPG2_GLO_08hr_ctrl_viability|TOX21_RT_HEPG2_GLO_16hr_ctrl_viability,0.811148926,21.66075193,2.089544817,1.258119121,BSK_3C_Proliferation_down|TOX21_RT_HEPG2_GLO_08hr_ctrl_viability|TOX21_RT_HEPG2_GLO_16hr_ctrl_viability,1,50.40001316
Fluconazole,86386-73-4,306.277,U.S. EPA CompTox Dashboard,2.31E-07,Wambaugh 2014,0.7109,Wetmore 2015,1.832,Wetmore 2015,"2.56,1.96",Strope 2018,12.71,Strope 2018,0.5,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.00E-09,3.00E-08,1.22E-07,0.625,0.625,4.088426318,4.088426318,100,1,5.042668828,Baseline,4.088426318,100,1,5.042668828,Baseline,1,1
"4-Morpholinepropanesulfonic acid, .beta.-hydroxy-",68399-77-9,225.26,U.S. EPA CompTox Dashboard,4.80E-07,U.S. EPA CompTox Dashboard,0.98,OPERA (0.72),0,OPERA (0.62),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-2.05,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,5.09E-07,8.87E-07,1.39E-06,-1.9505,-2.9505,9.771567967,9.771567967,100,1,10.72581048,Baseline,9.771567967,100,1,10.72581048,Baseline,1,1
Prothioconazole,178928-70-6,344.25,U.S. EPA CompTox Dashboard,2.70E-07,U.S. EPA CompTox Dashboard,0.25,OPERA (0.38),5.91,OPERA (0.44),  2.04; -1.94,Sipes 2017,6.68,Sipes 2017,2.5,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,0,1.00E-09,2.645,2.645,2.462325104,0.763565917,0.172943698,3.457263458,1.136408959,BSK_3C_Proliferation_down|BSK_3C_SRB_down|BSK_4H_SRB_down|BSK_CASM3C_SRB_down|BSK_SAg_Proliferation_down|BSK_hDFCGF_Proliferation_down,0.763565917,0.172943698,3.457263458,1.136408959,BSK_3C_Proliferation_down|BSK_3C_SRB_down|BSK_4H_SRB_down|BSK_CASM3C_SRB_down|BSK_SAg_Proliferation_down|BSK_hDFCGF_Proliferation_down,1,49.9757346
(Perfluoro-3-methylbutyl)-2-hydroxypropyl acrylate,16083-76-4,398.172,U.S. EPA CompTox Dashboard,7.02E-07,U.S. EPA CompTox Dashboard,0.02,OPERA (0.73),0,OPERA (0.65),#NV,ACD/Labs GALAS,4.3,ACD/Labs GALAS,4.22,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.21E-07,5.27E-07,8.06E-07,4.3822,4.3822,1.566889472,1.566889472,100,1,2.521131981,Baseline,1.566889472,100,1,2.521131981,Baseline,1,1
2-Hydroxy-3-phenoxypropyl prop-2-enoate,16969-10-1,222.24,U.S. EPA CompTox Dashboard,2.38E-07,Wambaugh 2014,0.26,OPERA (0.64),45.35,OPERA (0.64),None,Sipes 2017,None,Sipes 2017,1.98,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,0,1.00E-09,2.1198,2.1198,2.813635147,-0.850348243,13.41186766,0.620571334,0.687335594,TOX21_RT_HEPG2_GLO_08hr_ctrl_viability,-0.850348243,13.41186766,0.620571334,0.687335594,TOX21_RT_HEPG2_GLO_08hr_ctrl_viability,1,4612.999312
Perfluoro-1-propanol,53520-89-1,168.038,U.S. EPA CompTox Dashboard,1.40E-06,U.S. EPA CompTox Dashboard,0.47,OPERA (0.43),0.64,OPERA (0.44),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.54,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.80E-08,3.30E-07,1.44E-06,1.6754,1.6754,3.146869529,3.146869529,100,1,4.101112039,Baseline,3.146869529,100,1,4.101112039,Baseline,1,1
"3H,3H-Perfluoropropanol",28302-70-7,150.048,U.S. EPA CompTox Dashboard,1.14E-06,U.S. EPA CompTox Dashboard,0.47,OPERA (0.44),1.78,OPERA (0.44),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.4,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.70E-08,1.29E-07,6.62E-07,1.534,1.534,3.260440317,3.260440317,100,1,4.214682826,Baseline,3.260440317,100,1,4.214682826,Baseline,1,1
"Methanol, trifluoro-",1493-11-4,86.013,U.S. EPA CompTox Dashboard,1.90E-06,U.S. EPA CompTox Dashboard,0.73,OPERA (0.52),6.35,OPERA (0.44),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,0.51,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.50E-08,2.66E-07,1.20E-06,0.6351,0.6351,4.078216598,4.078216598,100,1,5.032459108,Baseline,4.078216598,100,1,5.032459108,Baseline,1,1
Dichloralurea,116-52-9,354.81,U.S. EPA CompTox Dashboard,2.47E-07,Wambaugh 2014,0.66,OPERA (0.37),0,OPERA (0.51),None,Sipes 2017,  9.92;  9.06,Sipes 2017,5.25,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.95,ACD/Labs GALAS,0,1.28E-07,2.09E-07,3.22E-07,5.4225,5.402503372,1.188784695,1.188784695,100,1,2.143027204,Baseline,1.188784695,100,1,2.143027204,Baseline,1,1
"3H-Perfluoro-2,2,4,4-tetrahydroxypentane",77953-71-0,262.08,U.S. EPA CompTox Dashboard,3.07E-07,U.S. EPA CompTox Dashboard,0.39,OPERA (0.33),0,OPERA (0.15),#NV,ACD/Labs GALAS,13.79,ACD/Labs GALAS,4.4,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.25,ACD/Labs GALAS,0,2.16E-07,3.53E-07,5.43E-07,4.564,4.075883361,1.699349325,1.699349325,100,1,2.653591834,Baseline,1.699349325,100,1,2.653591834,Baseline,1,1
"3H,3H-Perfluoropentane-2,2,4,4-tetraol",66922-83-6,244.089,U.S. EPA CompTox Dashboard,2.97E-07,U.S. EPA CompTox Dashboard,0.57,OPERA (0.32),0,OPERA (0.15),#NV,ACD/Labs GALAS,11.76,ACD/Labs GALAS,2.88,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.94,ACD/Labs GALAS,0,2.44E-07,4.04E-07,6.26E-07,3.0288,3.004691136,2.245654392,2.245654392,100,1,3.199896901,Baseline,2.245654392,100,1,3.199896901,Baseline,1,1
Chloral hydrate,302-17-0,165.39,U.S. EPA CompTox Dashboard,2.25E-08,Wambaugh 2014,0.71,OPERA (0.46),0,OPERA (0.67),None,Sipes 2017,None,Sipes 2017,1.27,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.30E-08,5.80E-08,9.40E-08,1.4027,1.4027,3.369346908,3.369346908,100,1,4.323589417,Baseline,3.369346908,100,1,4.323589417,Baseline,1,1
"1H-Perfluoro-1,1-propanediol",422-63-9,166.047,U.S. EPA CompTox Dashboard,5.09E-07,U.S. EPA CompTox Dashboard,0.46,OPERA (0.42),0.4,OPERA (0.48),6.88,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.62,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.60E-08,1.64E-07,6.53E-07,1.7562,1.7562,3.083653387,3.083653387,100,1,4.037895897,Baseline,3.083653387,100,1,4.037895897,Baseline,1,1
Phenylmethanediol,4403-72-9,124.139,U.S. EPA CompTox Dashboard,1.78E-06,U.S. EPA CompTox Dashboard,0.67,OPERA (0.68),1.54,OPERA (0.63),9,ACD/Labs GALAS,13.5,ACD/Labs GALAS,0.25,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,5.70E-08,5.87E-07,2.29E-06,0.3725,0.3725,4.351741196,4.351741196,100,1,5.305983705,Baseline,4.351741196,100,1,5.305983705,Baseline,1,1
"1,1-Ethanediol, 2-chloro-",15873-56-0,96.51,U.S. EPA CompTox Dashboard,3.11E-07,U.S. EPA CompTox Dashboard,0.95,OPERA (0.72),0,OPERA (0.66),8.1,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-0.69,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,7.78E-07,1.35E-06,2.12E-06,-0.5769,-0.5769,5.494884069,5.494884069,100,1,6.449126579,Baseline,5.494884069,100,1,6.449126579,Baseline,1,1
Oxidronic acid,15468-10-7,192,U.S. EPA CompTox Dashboard,1.45E-07,U.S. EPA CompTox Dashboard,0.57,OPERA (0.34),7.99,OPERA (0.46),9.07,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-4.43,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,3.00E-09,1.70E-08,-4.3543,-5.3543,17.38479556,17.38479556,100,1,18.33903807,Baseline,17.38479556,100,1,18.33903807,Baseline,1,1
"D-Fructose, 6-(dihydrogen phosphate)",643-13-0,260.135,U.S. EPA CompTox Dashboard,5.75E-07,U.S. EPA CompTox Dashboard,0.73,OPERA (0.41),0,OPERA (0.46),6.88,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-0.35,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,5.19E-07,8.90E-07,1.42E-06,-0.2335,-1.2335,6.449394781,6.449394781,100,1,7.40363729,Baseline,6.449394781,100,1,7.40363729,Baseline,1,1
Begacestat,769169-27-9,391.73,U.S. EPA CompTox Dashboard,2.17E-07,U.S. EPA CompTox Dashboard,0.13,OPERA (0.69),0,OPERA (0.54),8.1,ACD/Labs GALAS,#NV,ACD/Labs GALAS,3.59,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.81,ACD/Labs GALAS,0,1.03E-07,1.69E-07,2.61E-07,3.7459,3.664454531,1.893021197,1.893021197,100,1,2.847263706,Baseline,1.893021197,100,1,2.847263706,Baseline,1,1
D-Ribose,50-69-1,150.13,U.S. EPA CompTox Dashboard,1.21E-06,U.S. EPA CompTox Dashboard,0.82,OPERA (0.63),0,OPERA (0.45),None,Sipes 2017,None,Sipes 2017,-2.39,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.87E-06,3.19E-06,5.06E-06,-2.2939,-2.2939,8.340164245,8.340164245,100,1,9.294406755,Baseline,8.340164245,100,1,9.294406755,Baseline,1,1
2-Carboxyarabinitol 1-phosphate,106777-19-9,276.134,U.S. EPA CompTox Dashboard,2.27E-07,U.S. EPA CompTox Dashboard,0.77,OPERA (0.4),0,OPERA (0.16),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-2.4,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.88E-07,3.23E-07,5.09E-07,-2.304,-3.304,10.63914198,10.63914198,100,1,11.59338449,Baseline,10.63914198,100,1,11.59338449,Baseline,1,1
Gluconic acid,133-42-6,196.155,U.S. EPA CompTox Dashboard,1.58E-07,U.S. EPA CompTox Dashboard,0.82,OPERA (0.64),0,OPERA (0.51),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-3.18,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.86E-07,3.17E-07,5.02E-07,-3.0918,-4.0918,12.85386998,12.85386998,100,1,13.80811249,Baseline,12.85386998,100,1,13.80811249,Baseline,1,1
D-Glucose,50-99-7,180.156,U.S. EPA CompTox Dashboard,9.13E-07,Wambaugh 2014,0.7,OPERA (0.94),19.96,OPERA (0.55),None,Sipes 2017,None,Sipes 2017,-3.17,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.00E-09,1.60E-08,7.60E-08,-3.0817,-3.0817,10.08514931,10.08514931,100,1,11.03939182,Baseline,10.08514931,100,1,11.03939182,Baseline,1,1
3-Deoxy-manno-oct-2-ulopyranosonic acid,10149-14-1,238.192,U.S. EPA CompTox Dashboard,3.59E-07,U.S. EPA CompTox Dashboard,0.81,OPERA (0.66),0,OPERA (0.25),8,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-4.27,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.46E-07,5.93E-07,9.33E-07,-4.1927,-5.1927,16.72678096,16.72678096,100,1,17.68102347,Baseline,16.72678096,100,1,17.68102347,Baseline,1,1
D-Mannitol,69-65-8,182.172,U.S. EPA CompTox Dashboard,2.87E-07,Wambaugh 2014,0.81,OPERA (0.63),0,OPERA (0.33),None,Sipes 2017,None,Sipes 2017,-4.67,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.62E-07,6.19E-07,9.74E-07,-4.5967,-4.5967,14.50578627,14.50578627,100,1,15.46002878,Baseline,14.50578627,100,1,15.46002878,Baseline,1,1
D-Fructose,57-48-7,180.156,U.S. EPA CompTox Dashboard,4.15E-06,Wambaugh 2014,0.81,OPERA (0.66),0,OPERA (0.33),None,Sipes 2017,None,Sipes 2017,-1.63,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,5.34E-06,9.20E-06,1.46E-05,-1.5263,-1.5263,6.925120513,6.925120513,100,1,7.879363022,Baseline,6.925120513,100,1,7.879363022,Baseline,1,1
D-<U+200B>Arabinose,10323-20-3,150.13,U.S. EPA CompTox Dashboard,1.42E-06,U.S. EPA CompTox Dashboard,0.82,OPERA (0.63),0,OPERA (0.45),#NV,ACD/Labs GALAS,9.43,ACD/Labs GALAS,-2.39,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.19E-06,3.75E-06,5.93E-06,-2.2939,-2.2939,8.340164245,8.340164245,100,1,9.294406755,Baseline,8.340164245,100,1,9.294406755,Baseline,1,1
Deoxyglucose,154-17-6,164.157,U.S. EPA CompTox Dashboard,1.23E-06,U.S. EPA CompTox Dashboard,0.83,OPERA (0.64),18.92,OPERA (0.58),8.61,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-3.07,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.00E-09,3.20E-08,1.34E-07,-2.9807,-2.9807,9.842891192,9.842891192,100,1,10.7971337,Baseline,9.842891192,100,1,10.7971337,Baseline,1,1
Sorbitol 3-phosphate,121955-14-4,262.151,U.S. EPA CompTox Dashboard,3.16E-07,U.S. EPA CompTox Dashboard,0.71,OPERA (0.42),0,OPERA (0.16),8.9,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-4.29,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.73E-07,4.65E-07,7.29E-07,-4.2129,-5.2129,16.80766696,16.80766696,100,1,17.76190947,Baseline,16.80766696,100,1,17.76190947,Baseline,1,1
"D-erythro-2,3-Hexodiulose",28057-58-1,178.14,U.S. EPA CompTox Dashboard,4.90E-07,U.S. EPA CompTox Dashboard,0.81,OPERA (0.67),18.29,OPERA (0.52),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-3.22,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.00E-09,1.20E-08,5.00E-08,-3.1322,-3.1322,10.20846107,10.20846107,100,1,11.16270358,Baseline,10.20846107,100,1,11.16270358,Baseline,1,1
Ribulose,5556-48-9,150.13,U.S. EPA CompTox Dashboard,9.72E-07,U.S. EPA CompTox Dashboard,0.83,OPERA (0.63),0,OPERA (0.45),9.93,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-1.76,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.50E-06,2.60E-06,4.09E-06,-1.6576,-1.6576,7.14936151,7.14936151,100,1,8.10360402,Baseline,7.14936151,100,1,8.10360402,Baseline,1,1
3-Deoxyglucosone,4084-27-9,162.141,U.S. EPA CompTox Dashboard,6.66E-07,U.S. EPA CompTox Dashboard,0.83,OPERA (0.66),17.3,OPERA (0.54),9.45,ACD/Labs GALAS,13.08,ACD/Labs GALAS,-2.38,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.00E-09,2.00E-08,8.50E-08,-2.2838,-2.2838,8.319832151,8.319832151,100,1,9.274074661,Baseline,8.319832151,100,1,9.274074661,Baseline,1,1
3-Deoxyhexulose,6196-57-2,164.157,U.S. EPA CompTox Dashboard,7.53E-07,U.S. EPA CompTox Dashboard,0.83,OPERA (0.64),0,OPERA (0.4),10.05,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-2.25,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.06E-06,1.83E-06,2.89E-06,-2.1525,-2.1525,8.059878187,8.059878187,100,1,9.014120697,Baseline,8.059878187,100,1,9.014120697,Baseline,1,1
Lactobionic acid,96-82-2,358.296,U.S. EPA CompTox Dashboard,2.89E-07,Wambaugh 2014,0.89,OPERA (0.6),0,OPERA (0.29),None,Sipes 2017,4.33,Sipes 2017,-4.04,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.86E-07,3.21E-07,5.05E-07,-3.9604,-4.9604,15.82378595,15.82378595,100,1,16.77802846,Baseline,15.82378595,100,1,16.77802846,Baseline,1,1
Maltotriose,1109-28-0,504.438,U.S. EPA CompTox Dashboard,3.37E-07,Wambaugh 2014,0.9,OPERA (0.64),0,OPERA (0.25),None,Sipes 2017,None,Sipes 2017,-4.49,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.57E-07,2.71E-07,4.22E-07,-4.4149,-4.4149,13.8881813,13.8881813,100,1,14.84242381,Baseline,13.8881813,100,1,14.84242381,Baseline,1,1
D-Ascorbic acid,10504-35-5,176.124,U.S. EPA CompTox Dashboard,1.31E-05,U.S. EPA CompTox Dashboard,0.79,OPERA (0.96),0,OPERA (0.46),8.76,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-2.41,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.72E-05,2.94E-05,4.64E-05,-2.3141,-3.3141,10.66500898,10.66500898,100,1,11.61925149,Baseline,10.66500898,100,1,11.61925149,Baseline,1,1
D-Gulonic acid,20246-33-7,196.155,U.S. EPA CompTox Dashboard,2.71E-07,U.S. EPA CompTox Dashboard,0.82,OPERA (0.64),0,OPERA (0.51),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-3.18,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.18E-07,5.45E-07,8.62E-07,-3.0918,-4.0918,12.85386998,12.85386998,100,1,13.80811249,Baseline,12.85386998,100,1,13.80811249,Baseline,1,1
D-<U+200B>Galactose,59-23-4,180.156,U.S. EPA CompTox Dashboard,1.18E-07,Wambaugh 2014,0.7,OPERA (0.94),19.96,OPERA (0.55),None,Sipes 2017,None,Sipes 2017,-3.17,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,2.00E-09,1.00E-08,-3.0817,-3.0817,10.08514931,10.08514931,100,1,11.03939182,Baseline,10.08514931,100,1,11.03939182,Baseline,1,1
"D-lyxo-Hexose, 2-deoxy-",1949-89-9,164.157,U.S. EPA CompTox Dashboard,9.37E-07,U.S. EPA CompTox Dashboard,0.83,OPERA (0.64),18.92,OPERA (0.58),8.93,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-3.07,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.00E-09,2.40E-08,1.02E-07,-2.9807,-2.9807,9.842891192,9.842891192,100,1,10.7971337,Baseline,9.842891192,100,1,10.7971337,Baseline,1,1
"2,3-Diketogulonic acid",3409-57-2,192.123,U.S. EPA CompTox Dashboard,6.83E-07,U.S. EPA CompTox Dashboard,0.84,OPERA (0.72),0,OPERA (0.36),10.5,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-2.65,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,8.25E-07,1.41E-06,2.23E-06,-2.5565,-3.5565,11.30467921,11.30467921,100,1,12.25892172,Baseline,11.30467921,100,1,12.25892172,Baseline,1,1
D-xylulose,551-84-8,150.13,U.S. EPA CompTox Dashboard,7.03E-07,U.S. EPA CompTox Dashboard,0.83,OPERA (0.63),0,OPERA (0.45),9.46,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-1.2,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.10E-06,1.89E-06,2.99E-06,-1.092,-1.092,6.231011531,6.231011531,100,1,7.18525404,Baseline,6.231011531,100,1,7.18525404,Baseline,1,1
Chloralose,15879-93-3,309.52,U.S. EPA CompTox Dashboard,1.13E-07,Wambaugh 2014,0.89,OPERA (0.64),0,OPERA (0.68),None,Sipes 2017,None,Sipes 2017,1.1,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,9.30E-08,1.61E-07,2.60E-07,1.231,1.231,3.516951489,3.516951489,100,1,4.471193998,Baseline,3.516951489,100,1,4.471193998,Baseline,1,1
beta-Chloralose,16376-36-6,309.52,U.S. EPA CompTox Dashboard,2.15E-07,Wambaugh 2014,0.89,OPERA (0.64),0,OPERA (0.68),None,Sipes 2017,None,Sipes 2017,1.1,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.77E-07,3.07E-07,4.94E-07,1.231,1.231,3.516951489,3.516951489,100,1,4.471193998,Baseline,3.516951489,100,1,4.471193998,Baseline,1,1
Isoascorbic acid,89-65-6,176.124,U.S. EPA CompTox Dashboard,3.18E-07,Wambaugh 2014,0.79,OPERA (0.96),0,OPERA (0.46),None,Sipes 2017, 11.29;  4.76,Sipes 2017,-1.89,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,4.19E-07,7.17E-07,1.13E-06,-1.7889,-2.7889,9.398436687,9.398436687,100,1,10.3526792,Baseline,9.398436687,100,1,10.3526792,Baseline,1,1
D-Arabinitol,488-82-4,152.146,U.S. EPA CompTox Dashboard,1.15E-07,Wambaugh 2014,0.87,OPERA (0.6),0,OPERA (0.45),None,Sipes 2017,None,Sipes 2017,-3.77,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.75E-07,3.00E-07,4.72E-07,-3.6877,-3.6877,11.66647313,11.66647313,100,1,12.62071564,Baseline,11.66647313,100,1,12.62071564,Baseline,1,1
Gaxilose,14087-31-1,312.271,U.S. EPA CompTox Dashboard,4.96E-07,U.S. EPA CompTox Dashboard,0.87,OPERA (0.62),0,OPERA (0.49),10.41,ACD/Labs GALAS,12.13,ACD/Labs GALAS,-3.42,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,3.68E-07,6.32E-07,9.94E-07,-3.3342,-3.3342,10.71667067,10.71667067,100,1,11.67091318,Baseline,10.71667067,100,1,11.67091318,Baseline,1,1
Alexine,116174-63-1,189.211,U.S. EPA CompTox Dashboard,5.65E-07,U.S. EPA CompTox Dashboard,0.93,OPERA (0.65),0,OPERA (0.49),10.5,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-1.02,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0.82,ACD/Labs GALAS,0,7.12E-07,1.23E-06,1.95E-06,-0.9102,-0.986955981,6.07354416,6.07354416,100,1,7.027786669,Baseline,6.07354416,100,1,7.027786669,Baseline,1,1
(+)-Corey lactone,76704-05-7,172.18,U.S. EPA CompTox Dashboard,5.39E-07,U.S. EPA CompTox Dashboard,0.85,OPERA (0.59),0,OPERA (0.27),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-1.14,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,1,ACD/Labs GALAS,0,7.37E-07,1.27E-06,2.01E-06,-1.0314,-1.0314,6.139692338,6.139692338,100,1,7.093934847,Baseline,6.139692338,100,1,7.093934847,Baseline,1,1
"Isosaccharino-1,4-lactone",7397-89-9,162.141,U.S. EPA CompTox Dashboard,1.80E-06,U.S. EPA CompTox Dashboard,0.84,OPERA (0.64),0,OPERA (0.48),4.6,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-2.21,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.59E-06,4.43E-06,6.98E-06,-2.1121,-2.1121,7.981499445,7.981499445,100,1,8.935741955,Baseline,7.981499445,100,1,8.935741955,Baseline,1,1
D-Tagatose,87-81-0,180.156,U.S. EPA CompTox Dashboard,1.61E-07,Wambaugh 2014,0.84,OPERA (0.62),0,OPERA (0.48),None,Sipes 2017,None,Sipes 2017,-0.33,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.14E-07,3.69E-07,5.84E-07,-0.2133,-0.2133,5.026587817,5.026587817,100,1,5.980830326,Baseline,5.026587817,100,1,5.980830326,Baseline,1,1
glycero-manno-Heptose,4305-74-2,210.182,U.S. EPA CompTox Dashboard,4.41E-07,U.S. EPA CompTox Dashboard,0.8,OPERA (0.65),0,OPERA (0.51),4.9,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-4.07,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,4.81E-07,8.24E-07,1.30E-06,-3.9907,-3.9907,12.54609615,12.54609615,100,1,13.50033866,Baseline,12.54609615,100,1,13.50033866,Baseline,1,1
D-Galactitol,608-66-2,182.172,U.S. EPA CompTox Dashboard,1.61E-07,Wambaugh 2014,0.81,OPERA (0.63),0,OPERA (0.33),None,Sipes 2017,None,Sipes 2017,-4.67,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,2.03E-07,3.47E-07,5.46E-07,-4.5967,-4.5967,14.50578627,14.50578627,100,1,15.46002878,Baseline,14.50578627,100,1,15.46002878,Baseline,1,1
D-Glucitol,50-70-4,182.172,U.S. EPA CompTox Dashboard,5.73E-05,Wambaugh 2014,0.81,OPERA (0.63),0,OPERA (0.33),None,Sipes 2017,None,Sipes 2017,-4.67,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,7.22E-05,0.0001236,0.0001944,-4.5967,-4.5967,14.50578627,0.336684894,100,1,1.290927403,BD|#SiNS,14.50578627,100,1,15.46002878,Baseline,1.47605E+14,1
